iso3,year,value
DOM,2021,22053.4589869955
DOM,2022,22986.95808105
DOM,2023,23282.4895071054
DOM,2024,24229.8894872915
DOM,2025,24543.3421843415
DZA,1990,11728.5457286791
DZA,1991,11314.8647351204
DZA,1992,11241.4154173757
DZA,1993,10743.7063534104
DZA,1994,10414.0348241407
DZA,1995,10588.4433695754
DZA,1996,10808.8788666941
DZA,1997,10725.9673493368
DZA,1998,11094.8875368585
DZA,1999,11292.0372997165
DZA,2000,11558.220469383
DZA,2001,11742.5946761225
DZA,2002,12213.1263531246
DZA,2003,12835.1814413331
DZA,2004,13226.7650481165
DZA,2005,13738.495644436
DZA,2006,13920.6940553701
DZA,2007,14114.6745192683
DZA,2008,14206.7767147039
DZA,2009,14104.42817214
DZA,2010,14496.4211312996
DZA,2011,14641.9640935685
DZA,2012,14697.5396133853
DZA,2013,14778.1914257233
DZA,2014,15073.7629403565
DZA,2015,15239.5171456469
DZA,2016,15511.6858768094
DZA,2017,15427.6641894713
DZA,2018,15343.4261222434
DZA,2019,15199.1989965639
DZA,2020,14194.1557479619
DZA,2021,14496.8654697299
DZA,2022,14782.2002970247
DZA,2023,15159.3242373415
DZA,2024,15501.9197003966
DZA,2025,15882.7138836328
EAP,1990,2513.1487677609
EAP,1991,2666.15847561936
EAP,1992,2897.38054762255
EAP,1993,3154.22243254223
EAP,1994,3429.01430264914
EAP,1995,3708.17880793941
EAP,1996,3982.14753018414
EAP,1997,4193.60794358361
EAP,1998,4182.86610637194
EAP,1999,4381.37967627433
EAP,2000,4657.55912991458
EAP,2001,4911.18611043866
EAP,2002,5242.15464773335
EAP,2003,5642.12208266042
EAP,2004,6083.62646258877
EAP,2005,6602.09453263948
EAP,2006,7224.84831620106
EAP,2007,8000.20286461305
EAP,2008,8584.68636024927
EAP,2009,9145.84848053611
EAP,2010,9942.07092081734
EAP,2011,10666.0705659069
EAP,2012,11359.2197969153
EAP,2013,12057.8749648364
EAP,2014,12769.1981633624
EAP,2015,13493.524313755
EAP,2016,14243.7964258558
EAP,2017,15060.2232906328
EAP,2018,15925.0623768718
EAP,2019,16754.1433686202
EAP,2020,16816.4721820442
EAP,2021,17966.100209993
EAP,2022,18600.2319795149
EAP,2023,19523.6746417972
EAP,2024,20453.9723473779
EAP,2025,21435.1082238095
EAR,1990,5094.58000282578
EAR,1991,5176.4691535485
EAR,1992,5275.31844008233
EAR,1993,5350.58319117121
EAR,1994,5435.79578706418
EAR,1995,5504.46043289625
EAR,1996,5715.41959390182
EAR,1997,5864.23089997442
EAR,1998,5882.7706675039
EAR,1999,5943.9253223166
EAR,2000,6087.28134364184
EAR,2001,6085.68280987423
EAR,2002,6127.9339354675
EAR,2003,6349.71825063627
EAR,2004,6636.18276752838
EAR,2005,6923.1133842399
EAR,2006,7235.7951660671
EAR,2007,7545.60161194471
EAR,2008,7695.4992635113
EAR,2009,7719.71496411512
EAR,2010,8103.6486900692
EAR,2011,8395.01641616273
EAR,2012,8611.15721165569
EAR,2013,8851.68203650431
EAR,2014,9135.22651387837
EAR,2015,9461.90923467549
EAR,2016,9809.61992015041
EAR,2017,10168.9948852815
EAR,2018,10473.9534525465
EAR,2019,10646.4619363587
EAR,2020,10109.6737751343
EAR,2021,10742.1039496291
EAR,2022,11282.8843924963
EAR,2023,11661.5918962624
EAR,2024,12032.0275625524
EAR,2025,12466.162672463
EAS,1990,5815.80021369785
EAS,1991,6046.55264045727
EAS,1992,6279.9291302151
EAS,1993,6524.51465914088
EAS,1994,6836.72715110799
EAS,1995,7182.17200720928
EAS,1996,7538.4595892928
EAS,1997,7796.61482535403
EAS,1998,7692.32586829206
EAS,1999,7934.29251535724
EAS,2000,8325.62081782919
EAS,2001,8556.30560152029
EAS,2002,8914.78213693978
EAS,2003,9336.59013882495
EAS,2004,9862.16262997671
EAS,2005,10431.1095006537
EAS,2006,11097.9739919682
EAS,2007,11921.896725096
EAS,2008,12431.1482309746
EAS,2009,12758.3950797594
EAS,2010,13696.2947762482
EAS,2011,14400.6590412877
EAS,2012,15098.1782758143
EAS,2013,15817.3941720124
EAS,2014,16527.9651914163
EAS,2015,17242.0281854081
EAS,2016,17975.4681423015
EAS,2017,18809.5074896107
EAS,2018,19664.4172118015
EAS,2019,20432.9804270249
EAS,2020,20334.2253803516
EAS,2021,21598.5847592384
EAS,2022,22275.3875573423
EAS,2023,23181.8602930067
EAS,2024,24094.1594209983
EAS,2025,25109.70880219
ECA,1990,13647.5218632343
ECA,1991,12680.1183648226
ECA,1992,11661.1909652458
ECA,1993,10874.0362896797
ECA,1994,9361.8463599444
ECA,1995,9084.0513672276
ECA,1996,9138.666641631
ECA,1997,9480.64494445158
ECA,1998,9612.48741097623
ECA,1999,9523.09025713947
ECA,2000,10114.3121953416
ECA,2001,10283.066909886
ECA,2002,10877.3148937274
ECA,2003,11606.5555262176
ECA,2004,12698.5310733665
ECA,2005,13619.1025396081
ECA,2006,14697.18588924
ECA,2007,15787.6955451826
ECA,2008,16210.0504480826
ECA,2009,15297.0834587453
ECA,2010,16161.7210700137
ECA,2011,17230.7820985073
ECA,2012,17669.0165699365
ECA,2013,18466.622777594
ECA,2014,18576.9583888343
ECA,2015,18721.7381996886
ECA,2016,19031.7409328875
ECA,2017,19877.8402506784
ECA,2018,20447.4402502475
ECA,2019,20830.979013781
ECA,2020,20592.416057405
ECA,2021,22179.1768626
ECA,2022,22334.4443361062
ECA,2023,23625.9236116503
ECA,2024,24430.2175202769
ECA,2025,25132.8305706883
ECS,1990,28257.1525033219
ECS,1991,27767.2881602329
ECS,1992,26853.5572948704
ECS,1993,26210.3492165114
ECS,1994,25912.8528023106
ECS,1995,26271.0760840145
ECS,1996,26569.1426430265
ECS,1997,27276.214482002
ECS,1998,27765.4601072202
ECS,1999,28544.0723106015
ECS,2000,29894.2044586737
ECS,2001,30618.862698665
ECS,2002,31205.0666750463
ECS,2003,31923.9529324761
ECS,2004,33095.6532013292
ECS,2005,34097.2420817179
ECS,2006,35577.2638014529
ECS,2007,37062.8036849749
ECS,2008,37541.0289513637
ECS,2009,35593.628989975
ECS,2010,36489.0686918933
ECS,2011,37429.4390620427
ECS,2012,37554.903030647
ECS,2013,37826.0934997704
ECS,2014,38307.7252927013
ECS,2015,38753.9033161838
ECS,2016,39278.9171415545
ECS,2017,40335.4288573608
ECS,2018,41177.7339574417
ECS,2019,41861.0781841263
ECS,2020,39782.3728089927
ECS,2021,42434.0454804633
ECS,2022,43537.4882557812
ECS,2023,44220.8251180735
ECS,2024,44981.3192926243
ECS,2025,45607.9387738345
ECU,1990,9104.81599790272
ECU,1991,9292.61779173762
ECU,1992,9291.3710483042
ECU,1993,9284.31503431235
ECU,1994,9494.17506194696
ECU,1995,9525.17701832407
ECU,1996,9509.27540633173
ECU,1997,9739.26682428016
ECU,1998,9876.7507512592
ECU,1999,9242.96681019585
ECU,2000,9183.05155276919
ECU,2001,9405.11680690106
ECU,2002,9697.55517665978
ECU,2003,9802.81408202125
ECU,2004,10290.6634264766
ECU,2005,10660.2046228939
ECU,2006,10933.4897470283
ECU,2007,10952.8226853948
ECU,2008,11474.5257023541
ECU,2009,11403.5277978831
ECU,2010,11665.6978598204
ECU,2011,12449.0785549218
ECU,2012,12961.0267423765
ECU,2013,13689.1520460125
ECU,2014,14064.7992246727
ECU,2015,13881.5700738105
ECU,2016,13586.5160772568
ECU,2017,14179.1537503305
ECU,2018,14083.5069982304
ECU,2019,13870.4895118068
ECU,2020,12440.3263747814
ECU,2021,13507.4445638375
ECU,2022,14186.6388544625
ECU,2023,14321.1648295611
ECU,2024,13922.4222780744
ECU,2025,14319.2406558299
EGY,1990,8006.62143740129
EGY,1991,7876.55257552889
EGY,1992,8034.56230124583
EGY,1993,8079.05480679221
EGY,1994,8221.04684774388
EGY,1995,8423.57817498243
EGY,1996,8662.33147868251
EGY,1997,8950.6541069311
EGY,1998,9245.47890468363
EGY,1999,9588.8593851379
EGY,2000,9981.62775081593
EGY,2001,10117.3331821542
EGY,2002,10143.5063456555
EGY,2003,10250.376550149
EGY,2004,10451.8217511529
EGY,2005,10700.6090372525
EGY,2006,11211.8320228671
EGY,2007,11782.0060717026
EGY,2008,12391.5847624938
EGY,2009,12728.0814587564
EGY,2010,13128.9878334831
EGY,2011,13082.4263680239
EGY,2012,13076.8052394876
EGY,2013,13058.0748238237
EGY,2014,13136.3656298099
EGY,2015,13425.9119599492
EGY,2016,13727.3201600816
EGY,2017,14018.3605934411
EGY,2018,14488.2094340261
EGY,2019,15026.568243683
EGY,2020,15309.2359881835
EGY,2021,15579.0160861551
EGY,2022,16360.390775011
EGY,2023,16691.3873991962
EGY,2024,16798.151577838
EGY,2025,17265.1488604617
EMU,1990,37247.3911756829
EMU,1991,37879.5743504232
EMU,1992,38062.3856274222
EMU,1993,37627.58900601
EMU,1994,38450.1413555838
EMU,1995,39321.7879542568
EMU,1996,39943.8747124253
EMU,1997,40911.6060494674
EMU,1998,42064.6142178215
EMU,1999,43176.6145816034
EMU,2000,44733.6547581208
EMU,2001,45611.9621128616
EMU,2002,45891.2509030803
EMU,2003,46049.3477888474
EMU,2004,46891.9654959632
EMU,2005,47524.4605129111
EMU,2006,48915.1525453044
EMU,2007,50167.5925974003
EMU,2008,50163.9012074228
EMU,2009,47740.2973322669
EMU,2010,48591.055785738
EMU,2011,49493.9221375454
EMU,2012,48904.1161236867
EMU,2013,48741.8654499657
EMU,2014,49365.1435330313
EMU,2015,50293.9078769481
EMU,2016,51089.957079337
EMU,2017,52337.9135018369
EMU,2018,53176.6368877298
EMU,2019,53928.4684797856
EMU,2020,50532.2927661621
EMU,2021,53780.959568799
EMU,2022,55638.6407909597
EMU,2023,55706.2816060906
EMU,2024,56054.0977302368
EMU,2025,56676.7262752115
ESP,1990,31773.2267420042
ESP,1991,32499.3481371902
ESP,1992,32641.082719936
ESP,1993,32137.3138437727
ESP,1994,32746.9287826598
ESP,1995,33501.7314182929
ESP,1996,34232.3786868602
ESP,1997,35312.0862854389
ESP,1998,36679.0942334698
ESP,1999,38141.316878689
ESP,2000,39945.8971298178
ESP,2001,41224.2924057393
ESP,2002,41766.0378188791
ESP,2003,42223.130174522
ESP,2004,42793.3902326006
ESP,2005,43570.7652574033
ESP,2006,44572.6815459931
ESP,2007,45301.2843416374
ESP,2008,44926.348951812
ESP,2009,42852.220888454
ESP,2010,42695.5274189933
ESP,2011,42271.8346788238
ESP,2012,41034.0481566356
ESP,2013,40594.914008768
ESP,2014,41339.4111169417
ESP,2015,43053.761430314
ESP,2016,44274.6676149922
ESP,2017,45446.2508575695
ESP,2018,46325.2099441141
ESP,2019,46896.4171141424
ESP,2020,41553.4477945675
ESP,2021,44251.6658222621
ESP,2022,46733.4809780536
ESP,2023,47322.5937004504
ESP,2024,48460.2914069661
ESP,2025,49318.105559037
EST,1990,19161.4451588782
EST,1991,17717.3052283857
EST,1992,14223.9075668693
EST,1993,13757.0155625665
EST,1994,13823.5566022429
EST,1995,14709.5998060844
EST,1996,15666.1330451502
EST,1997,17913.7869992626
EST,1998,18871.6196795957
EST,1999,18736.15453395
EST,2000,20526.6606380865
EST,2001,21872.6593953112
EST,2002,23537.7156816601
EST,2003,25485.1613028986
EST,2004,27381.5350626694
EST,2005,30161.1996133966
EST,2006,33301.4945486206
EST,2007,35986.5161332684
EST,2008,34233.7643806167
EST,2009,29281.6798284656
EST,2010,30067.501040775
EST,2011,32453.1008476709
EST,2012,33765.4302075072
EST,2013,34481.0148921506
EST,2014,35720.3025335234
EST,2015,36353.0580520449
EST,2016,37466.5561839318
EST,2017,39529.785973279
EST,2018,40849.8473475564
EST,2019,42215.0343835811
EST,2020,40916.7194113327
EST,2021,44247.4198971873
EST,2022,43124.6196563775
EST,2023,41284.7746875532
EST,2024,41185.8348356109
EST,2025,41604.3226612806
ETH,1990,874.346936177412
ETH,1991,777.523566111367
ETH,1992,680.834766968487
ETH,1993,743.708485784759
ETH,1994,741.176623590106
ETH,1995,760.264345010486
ETH,1996,826.991658768996
ETH,1997,826.005218027215
ETH,1998,772.786646386223
ETH,1999,787.679577475987
ETH,2000,810.270749115591
ETH,2001,851.313428411291
ETH,2002,838.298046952135
ETH,2003,795.772138298998
ETH,2004,877.114494958363
ETH,2005,952.115666282409
ETH,2006,1024.72911937532
ETH,2007,1109.14330259683
ETH,2008,1193.74728331296
ETH,2009,1262.46398000981
ETH,2010,1381.19044650715
ETH,2011,1492.53396469943
ETH,2012,1576.76875733933
ETH,2013,1696.86515588665
ETH,2014,1821.39161772403
ETH,2015,1957.41454184551
ETH,2016,2084.84055616471
ETH,2017,2222.82824478259
ETH,2018,2311.16511656359
ETH,2019,2437.97046047967
ETH,2020,2516.54907638899
ETH,2021,2588.41310213778
ETH,2022,2655.59276743639
ETH,2023,2757.95923626099
ETH,2024,2892.22220162795
ETH,2025,3094.86811868352
EUU,1990,33422.6167234009
EUU,1991,33583.8536499109
EUU,1992,33682.8036907064
EUU,1993,33381.2785333714
EUU,1994,34198.7012748602
EUU,1995,35113.9235748767
EUU,1996,35774.041660238
EUU,1997,36637.8290089743
EUU,1998,37661.3103302901
EUU,1999,38687.8592366032
EUU,2000,40161.0962541705
EUU,2001,41009.6231907529
EUU,2002,41423.9551021717
EUU,2003,41730.1192122343
EUU,2004,42726.6206274142
EUU,2005,43477.091531045
EUU,2006,44947.0641658876
EUU,2007,46274.9825825459
EUU,2008,46521.2455019681
EUU,2009,44430.4810088447
EUU,2010,45251.0407991375
EUU,2011,46206.0702456512
EUU,2012,45788.921010839
EUU,2013,45724.832051248
EUU,2014,46455.5685991692
EUU,2015,47490.9137112119
EUU,2016,48336.5082885839
EUU,2017,49704.2541206968
EUU,2018,50737.2331625802
EUU,2019,51662.076917369
EUU,2020,48769.5135471727
EUU,2021,51968.4388292725
EUU,2022,53777.3333629812
EUU,2023,53861.7951609765
EUU,2024,54341.6257163912
EUU,2025,55086.9866170226
FIN,1990,38807.1185244347
FIN,1991,36326.0828945358
FIN,1992,34926.3833591341
FIN,1993,34486.7522555352
FIN,1994,35699.7203086225
FIN,1995,37069.62898136
FIN,1996,38301.5126175582
FIN,1997,40630.921767316
FIN,1998,42733.4455712897
FIN,1999,44505.7114770222
FIN,2000,46968.841714507
FIN,2001,48099.3014282794
FIN,2002,48792.4864789775
FIN,2003,49655.5451564067
FIN,2004,51494.705860401
FIN,2005,52744.048034135
FIN,2006,54653.981203281
FIN,2007,57313.2916474478
FIN,2008,57494.585352886
FIN,2009,52599.1487066911
FIN,2010,54017.9458623339
FIN,2011,55053.3906850323
FIN,2012,53957.6680986279
FIN,2013,53183.4286685126
FIN,2014,52710.7334867778
FIN,2015,52782.4873926277
FIN,2016,53984.6316254715
FIN,2017,55637.2262781223
FIN,2018,56226.337241343
FIN,2019,56922.4873163103
FIN,2020,55424.8574989208
FIN,2021,56790.3766177692
FIN,2022,57068.3056478074
FIN,2023,56051.7701129501
FIN,2024,55901.3202296588
FIN,2025,55735.2174921326
FJI,1990,7820.71719014994
FJI,1991,7547.67822517236
FJI,1992,7950.06641250914
FJI,1993,8067.80452251613
FJI,1994,8432.29830147964
FJI,1995,8600.09282044394
FJI,1996,8956.35014836853
FJI,1997,8669.25170884148
FJI,1998,8673.87811776484
FJI,1999,9328.60659779024
FJI,2000,9070.99318456826
FJI,2001,9157.80844623624
FJI,2002,9357.75382838604
FJI,2003,9361.4641667422
FJI,2004,9766.52774786586
FJI,2005,9745.58143908405
FJI,2006,9837.08586688962
FJI,2007,9672.29020465987
FJI,2008,9711.96604105756
FJI,2009,9536.81722352305
FJI,2010,9784.30360030575
FJI,2011,10020.6957548052
FJI,2012,10140.693585539
FJI,2013,10604.1559055372
FJI,2014,11183.3135250834
FJI,2015,11674.0633676202
FJI,2016,11951.9196738327
FJI,2017,12597.327485488
FJI,2018,13100.095939444
FJI,2019,13056.3310937089
FJI,2020,10812.0355014178
FJI,2021,10322.4279638854
FJI,2022,12118.3182710082
FJI,2023,13194.8047570404
FJI,2024,13592.4635937435
FJI,2025,13961.1183693541
FRA,1990,38655.8856842914
FRA,1991,38937.9522513749
FRA,1992,39331.9041920718
FRA,1993,39020.6141584284
FRA,1994,39801.3888979817
FRA,1995,40570.7169560557
FRA,1996,40990.7395148125
FRA,1997,41876.9330265158
FRA,1998,43162.5423856938
FRA,1999,44400.1357889191
FRA,2000,45922.4789363701
FRA,2001,46454.8706927365
FRA,2002,46610.7820717214
FRA,2003,46730.975806379
FRA,2004,47720.4413351103
FRA,2005,48257.4650937971
FRA,2006,49223.247197008
FRA,2007,50157.7837477634
FRA,2008,50068.2969141379
FRA,2009,48404.9657826363
FRA,2010,49130.422942344
FRA,2011,50085.6829779109
FRA,2012,49935.6269081617
FRA,2013,50066.5304324783
FRA,2014,50326.567863089
FRA,2015,50682.8953586333
FRA,2016,50984.075297832
FRA,2017,51895.5662985838
FRA,2018,52560.9536243841
FRA,2019,53448.5548849943
FRA,2020,49311.333409639
FRA,2021,52517.3354905855
FRA,2022,53673.8137406422
FRA,2023,54296.7230897731
FRA,2024,54799.3482689389
FRA,2025,55124.5392564395
FRO,2008,54263.326408917
FRO,2009,51534.6010087672
FRO,2010,51480.252003895
FRO,2011,53441.4369353384
FRO,2012,57524.5150997874
FRO,2013,60950.0309827571
FRO,2014,64019.4156670638
FRO,2015,64010.1614022331
FRO,2016,64156.3241575516
FRO,2017,65461.9113301074
FRO,2018,66192.0494379671
FRO,2019,68136.6617957112
FRO,2020,66037.9361506945
FRO,2021,68433.2144298182
FRO,2022,70268.4497197492
FRO,2023,71828.4342781841
FRO,2024,72113.6513885269
FSM,1990,3119.81174628461
FSM,1991,3290.66674033392
FSM,1992,3355.54826553826
FSM,1993,3552.11499566208
FSM,1994,3468.05346941417
FSM,1995,3672.43126126526
FSM,1996,3534.41608856405
FSM,1997,3304.11609456279
FSM,1998,3388.51252228873
FSM,1999,3417.46540014415
FSM,2000,3563.89180484484
FSM,2001,3618.3939602241
FSM,2002,3631.74876153373
FSM,2003,3701.13265140057
FSM,2004,3594.57718999286
FSM,2005,3710.19849742597
FSM,2006,3717.65782403635
FSM,2007,3684.20209326281
FSM,2008,3622.04886559734
FSM,2009,3702.36131622048
FSM,2010,3780.25132792653
FSM,2011,3917.44641481482
FSM,2012,3847.14743528337
FSM,2013,3696.74550378941
FSM,2014,3592.81901389543
FSM,2015,3739.35968767448
FSM,2016,3774.03193396948
FSM,2017,3838.04534289261
FSM,2018,3838.64054793262
FSM,2019,3965.05377269396
FSM,2020,3861.29319570301
FSM,2021,3955.73141317971
FSM,2022,3815.79465699672
FSM,2023,3841.27116510816
FSM,2024,3911.26631940407
FSM,2025,3934.6426835411
GAB,1990,23884.810699751
GAB,1991,24665.6792294333
GAB,1992,23268.9974720576
GAB,1993,23551.681253301
GAB,1994,23794.3149295166
GAB,1995,24344.1857400285
GAB,1996,24595.9719624869
GAB,1997,25359.6596581065
GAB,1998,25585.5077964038
GAB,1999,22713.714440326
GAB,2000,21717.2240796789
GAB,2001,21604.7804441769
GAB,2002,20981.4798584466
GAB,2003,20875.4549325844
GAB,2004,20438.9307066593
GAB,2005,20385.2899909124
GAB,2006,19224.1268658387
GAB,2007,19751.876221581
GAB,2008,18493.0921102783
GAB,2009,17911.1458491118
GAB,2010,18530.5760935497
GAB,2011,19153.0878200945
GAB,2012,19450.402706679
GAB,2013,19836.455485141
GAB,2014,20008.9899778716
GAB,2015,20147.7116201795
GAB,2016,19988.1755963186
GAB,2017,19555.707882916
GAB,2018,19225.5982574678
GAB,2019,19491.4067631396
GAB,2020,18681.4840738546
GAB,2021,18523.5798032135
GAB,2022,18662.0497970472
GAB,2023,18701.4227766323
GAB,2024,18923.6616609778
GAB,2025,18986.4738767293
GBR,1990,33530.9578151546
GBR,1991,32995.3948749055
GBR,1992,33332.3326389023
GBR,1993,34413.1904916462
GBR,1994,36025.9830963677
GBR,1995,37200.3789969484
GBR,1996,38076.0624470563
GBR,1997,39831.4492555823
GBR,1998,41004.8386335287
GBR,1999,42071.7055369651
GBR,2000,43818.3463079443
GBR,2001,44693.6612621755
GBR,2002,45265.4565169944
GBR,2003,46505.2798806788
GBR,2004,47317.027070979
GBR,2005,48304.6753205932
GBR,2006,49000.9535382241
GBR,2007,50045.9163092519
GBR,2008,49629.0498697349
GBR,2009,46995.5449961945
GBR,2010,47682.6525150443
GBR,2011,47714.2894262827
GBR,2012,48099.6594401942
GBR,2013,48600.5100807266
GBR,2014,49763.17387988
GBR,2015,50462.8329992477
GBR,2016,51168.2925796814
GBR,2017,52429.1275538988
GBR,2018,52983.039541197
GBR,2019,53374.0927628482
GBR,2020,47930.5490378931
GBR,2021,51840.4424245515
GBR,2022,53979.7679116234
GBR,2023,53423.4226338292
GBR,2024,53412.0647163589
GBR,2025,53993.1172607885
GEO,1990,12917.0944269361
GEO,1991,10120.1628881435
GEO,1992,5533.21082317728
GEO,1993,3882.02029747648
GEO,1994,3532.3200811072
GEO,1995,3762.81153750309
GEO,1996,4339.0046688347
GEO,1997,4951.81291757472
GEO,1998,5233.28837672816
GEO,1999,5495.24505052866
GEO,2000,5706.27236527837
GEO,2001,6074.08643017282
GEO,2002,6464.32539672648
GEO,2003,7227.73705960701
GEO,2004,7693.91525392067
GEO,2005,8485.58670534953
GEO,2006,9337.98906420101
GEO,2007,10567.2747164758
GEO,2008,10856.1031328003
GEO,2009,10553.0896395853
GEO,2010,11294.3685917112
GEO,2011,12288.6828861156
GEO,2012,13193.9596974054
GEO,2013,13913.0018245661
GEO,2014,14475.3135356035
GEO,2015,14936.8434116647
GEO,2016,15442.9564358054
GEO,2017,16237.6242230275
GEO,2018,17228.6790847503
GEO,2019,18186.8816465807
GEO,2020,17031.1440283426
GEO,2021,18915.6534005263
GEO,2022,20966.5280391134
GEO,2023,22590.5293649146
GEO,2024,24146.6234108645
GEO,2025,25135.7822457412
GHA,1990,2785.67114332501
GHA,1991,2859.82702166411
GHA,1992,2897.83543196858
GHA,1993,2964.26600943658
GHA,1994,2989.34731012131
GHA,1995,3039.68873031674
GHA,1996,3106.18555480388
GHA,1997,3160.44504053249
GHA,1998,3229.48228272631
GHA,1999,3290.26865235748
GHA,2000,3327.35199291767
GHA,2001,3369.50702508212
GHA,2002,3425.61820934278
GHA,2003,3507.75105744843
GHA,2004,3607.36522285021
GHA,2005,3721.30785741996
GHA,2006,3857.86154847605
GHA,2007,3923.12567803728
GHA,2008,4174.78124103364
GHA,2009,4269.16005861557
GHA,2010,4495.68916584106
GHA,2011,5005.36732498187
GHA,2012,5339.71321903045
GHA,2013,5593.77481886917
GHA,2014,5619.07233511591
GHA,2015,5607.36635657413
GHA,2016,5666.07795334591
GHA,2017,5993.63085211077
GHA,2018,6234.51208201488
GHA,2019,6508.24652305901
GHA,2020,6412.68541762469
GHA,2021,6607.50297378321
GHA,2022,6728.45413832472
GHA,2023,6808.53775003964
GHA,2024,7072.79879594445
GHA,2025,7357.83332993014
GIN,1990,2105.74729496232
GIN,1991,2075.99194302675
GIN,1992,2076.55062690695
GIN,1993,2115.8664959394
GIN,1994,2134.89769355787
GIN,1995,2171.72552153265
GIN,1996,2205.32363416973
GIN,1997,2272.41100463955
GIN,1998,2311.327353403
GIN,1999,2346.2701835771
GIN,2000,2358.28765608495
GIN,2001,2412.75161959628
GIN,2002,2498.13177495102
GIN,2003,2473.23418295471
GIN,2004,2477.50282602363
GIN,2005,2501.22160456279
GIN,2006,2478.61319510726
GIN,2007,2587.0048887648
GIN,2008,2629.5397474637
GIN,2009,2537.30645758746
GIN,2010,2594.83050344245
GIN,2011,2673.40873029955
GIN,2012,2762.90350938513
GIN,2013,2802.56007024474
GIN,2014,2834.96634347846
GIN,2015,2869.85157178732
GIN,2016,3099.78874189372
GIN,2017,3332.76576150531
GIN,2018,3455.64512638662
GIN,2019,3557.46233883145
GIN,2020,3630.99330577677
GIN,2021,3738.8051255133
GIN,2022,3792.01068836277
GIN,2023,3904.82395527998
GIN,2024,4016.34191385979
GIN,2025,4216.85970804544
GMB,1990,2653.78291392125
GMB,1991,2623.64161607507
GMB,1992,2604.26903326754
GMB,1993,2586.13041645703
GMB,1994,2508.1039153389
GMB,1995,2456.00078113606
GMB,1996,2439.04551648512
GMB,1997,2486.93798396527
GMB,1998,2502.76477124298
GMB,1999,2589.97773860396
GMB,2000,2658.61770579464
GMB,2001,2737.69610805906
GMB,2002,2578.557145742
GMB,2003,2682.47993310133
GMB,2004,2794.19352609118
GMB,2005,2653.64239155191
GMB,2006,2564.68653970519
GMB,2007,2567.15728802982
GMB,2008,2649.61119865306
GMB,2009,2745.32540574768
GMB,2010,2824.21259222517
GMB,2011,2519.83983255672
GMB,2012,2574.93509664061
GMB,2013,2572.44728941685
GMB,2014,2465.10971144823
GMB,2015,2495.95741601525
GMB,2016,2478.46055756999
GMB,2017,2533.18683710276
GMB,2018,2651.43281455826
GMB,2019,2750.82132179634
GMB,2020,2702.31919474482
GMB,2021,2777.79620978324
GMB,2022,2863.18049829859
GMB,2023,2963.59873467436
GMB,2024,3057.6841778633
GMB,2025,3166.62129644442
GNB,1990,1968.09061079555
GNB,1991,2024.85376829909
GNB,1992,1987.7391360013
GNB,1993,1963.5622486004
GNB,1994,1964.63002250373
GNB,1995,1999.94473972689
GNB,1996,2185.90344879946
GNB,1997,2284.02576620745
GNB,1998,1738.64946632342
GNB,1999,1992.852546394
GNB,2000,1974.74466342453
GNB,2001,2025.72675469878
GNB,2002,2054.08977413547
GNB,2003,2002.40206880451
GNB,2004,1979.69782670273
GNB,2005,2060.66663299612
GNB,2006,2065.2122797791
GNB,2007,2065.98983875944
GNB,2008,2105.67394178792
GNB,2009,2103.05813454823
GNB,2010,2164.26823755351
GNB,2011,2278.54751544448
GNB,2012,2180.74338832775
GNB,2013,2192.5927863603
GNB,2014,2156.33643676255
GNB,2015,2230.52993109779
GNB,2016,2293.37861360238
GNB,2017,2342.56110535416
GNB,2018,2373.64935653455
GNB,2019,2442.25868377476
GNB,2020,2456.01139053324
GNB,2021,2522.12869240841
GNB,2022,2600.802474483
GNB,2023,2660.81444655656
GNB,2024,2717.54206972499
GNB,2025,2814.08355940327
GNQ,1990,1122.81767364664
GNQ,1991,1070.82764283041
GNQ,1992,1390.47918482013
GNQ,1993,1487.81202528588
GNQ,1994,1672.34547535897
GNQ,1995,1892.11653062527
GNQ,1996,3033.84031220306
GNQ,1997,7296.10009809843
GNQ,1998,8684.6573083064
GNQ,1999,10492.4649475554
GNQ,2000,11767.4708814313
GNQ,2001,18031.964975074
GNQ,2002,20242.4309684399
GNQ,2003,21709.5751241959
GNQ,2004,28225.985816122
GNQ,2005,31302.957953874
GNQ,2006,32251.7680082519
GNQ,2007,35540.4477563657
GNQ,2008,39994.6159790647
GNQ,2009,38706.6052512135
GNQ,2010,33668.8740654852
GNQ,2011,34341.9342607505
GNQ,2012,35711.4919273537
GNQ,2013,32894.3693189101
GNQ,2014,31765.8997056851
GNQ,2015,27797.7942803179
GNQ,2016,24435.0645564801
GNQ,2017,22250.4389230263
GNQ,2018,20165.4795550607
GNQ,2019,18446.5916579681
GNQ,2020,17089.153726379
GNQ,2021,16821.4486470413
GNQ,2022,16932.7706827155
GNQ,2023,15302.1517835147
GNQ,2024,14997.7564392976
GNQ,2025,13786.3932934089
GRC,1990,26916.3125225704
GRC,1991,27419.6029332234
GRC,1992,27401.424003405
GRC,1993,26804.8537616148
GRC,1994,27204.3958682198
GRC,1995,27646.1476383588
GRC,1996,27905.1065690594
GRC,1997,28768.2401472217
GRC,1998,29592.525483114
GRC,1999,30263.0543705003
GRC,2000,31386.639783624
GRC,2001,32675.9292327768
GRC,2002,34081.0289759343
GRC,2003,35970.7016808475
GRC,2004,37811.4913664483
GRC,2005,38146.962971083
GRC,2006,40483.1569225337
